REGIAO:;SE
UF:;SP
ESTACAO:;LINS
CODIGO (WMO):;A727
LATITUDE:;-21,66611111
LONGITUDE:;-49,73472221
ALTITUDE:;460,65
DATA DE FUNDACAO:;20/09/06
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2024/01/29;1000 UTC;0;961,6;961,6;961;619,3;23,8;19;23,8;21;19;17,8;82;74;74;74;3,7;,9;
2024/01/29;1100 UTC;0;962,2;962,2;961,6;1463,4;26,2;19,7;26,2;23,7;19,7;18,5;74;67;68;42;3,7;,7;
2024/01/29;1200 UTC;0;962,1;962,2;962,1;2364,3;28,5;19,9;28,5;26;19,9;18,7;68;57;60;5;5,1;1,9;
2024/01/29;1300 UTC;0;962;962,1;961,9;3097,2;30,6;19,2;30,7;28,4;20,1;18,8;60;50;51;348;5,8;2;
2024/01/29;1400 UTC;0;961,7;962;961,7;3620,5;32,5;19,1;32,7;30,6;20;18,1;52;43;45;343;6,9;1,7;
2024/01/29;1500 UTC;0;961,1;961,7;961,1;3645,2;33,6;14,4;34,2;32,4;19,3;14,3;46;31;32;288;7,8;1,5;
2024/01/29;1600 UTC;0;960,4;961,1;960,4;3233,6;34,4;13,2;34,7;32,6;17,4;11,7;39;26;28;329;8;2,1;
2024/01/29;1700 UTC;0;959,8;960,4;959,8;3407,9;35,1;12,8;35,5;33,5;13,8;11;29;23;26;317;9,9;2;
2024/01/29;1800 UTC;0;959,1;959,8;959,1;2413,4;35,1;11,5;35,4;33,5;13,4;11,1;29;24;24;309;7,5;2,1;
2024/01/29;1900 UTC;0;958,6;959,1;958,6;1700,3;34;11;35,1;32,9;12,9;10,6;29;23;25;277;8,7;1,8;
2024/01/29;2000 UTC;0;958,1;958,6;958,1;981,2;33,8;10,7;34,6;33,3;11,7;10,1;26;23;24;273;8,7;1,5;
2024/01/29;2100 UTC;0;958,1;958,1;957,9;198,4;32,4;10,7;33,8;32,4;10,8;9,9;27;24;26;282;6,5;1,3;
2024/01/29;2200 UTC;0;958,5;958,5;958,1;41,3;30,7;11,9;32,4;30,7;12;10,7;32;26;32;274;5,1;,4;
2024/01/29;2300 UTC;0;959,4;959,4;958,5;;26,7;18,2;30,8;26,7;18,3;11,8;60;31;60;128;6,3;1,7;
2024/01/30;0000 UTC;0;960,1;960,1;959,4;;25,7;17,6;26,7;25,7;18,2;17,6;61;60;61;90;4,7;,7;
2024/01/30;0100 UTC;0;960,8;960,8;960,1;;25,1;17,9;25,7;25,1;17,9;17,6;64;61;64;55;3,4;,7;
2024/01/30;0200 UTC;0;961,1;961,2;960,8;;24;18,3;25,2;24;18,5;18;70;64;70;120;2,9;0;
2024/01/30;0300 UTC;0;960,6;961,1;960,6;;23,5;18,3;24,1;23,4;18,6;18,2;74;70;73;140;,8;0;
2024/01/30;0400 UTC;0;960,3;960,7;960,3;;22,8;18;23,5;22,8;18,4;18;75;73;74;198;1,4;0;
2024/01/30;0500 UTC;0;959,9;960,3;959,9;;22,6;18,2;22,8;22,3;18,4;18;78;74;76;19;0;0;
2024/01/30;0600 UTC;0;959,7;959,9;959,7;;22,6;18,3;22,9;22,5;18,4;18,1;77;75;77;168;1,6;0;
2024/01/30;0700 UTC;0;959,6;959,7;959,5;;21,6;18;22,6;21,5;18,3;17,8;80;77;80;203;1,4;,1;
2024/01/30;0800 UTC;0;960;960;959,6;;21,9;18,2;22;21,6;18,5;18;81;80;80;138;2,6;,1;
2024/01/30;0900 UTC;0;960,4;960,4;960;16,9;21,3;18,2;21,9;21,1;18,3;17,9;83;80;83;98;1,6;0;
2024/01/30;1000 UTC;0;961;961;960,4;435;23;18,6;23,1;21,3;19;18,2;83;76;76;112;2,5;,6;
2024/01/30;1100 UTC;0;961,4;961,4;961;1061,2;24,8;19,4;25,2;22,9;19,7;18,5;76;70;72;65;3,4;,7;
2024/01/30;1200 UTC;0;961,7;961,7;961,4;1699,5;27,1;19,6;27,2;24,8;20,1;19,1;72;63;63;16;3,8;1,1;
2024/01/30;1300 UTC;0;961,8;961,8;961,7;2209,4;29,4;20,2;29,5;27;20,6;18,9;64;57;58;9;4,7;1,4;
2024/01/30;1400 UTC;0;961,6;961,8;961,5;3088,5;31,3;17;31,5;28,9;20,1;16,5;58;41;42;5;4,9;2;
2024/01/30;1500 UTC;0;961,1;961,6;961,1;3795,2;33,3;15;33,6;31,1;18;14,2;42;32;33;359;6,3;2,2;
2024/01/30;1600 UTC;0;960,5;961,1;960,5;3328,5;34,4;12,1;34,7;32,9;15,8;11,8;35;25;26;340;5,2;1,3;
2024/01/30;1700 UTC;0;959,9;960,6;959,9;2920,5;35,6;13,2;35,6;33,3;14,7;11,7;31;26;26;303;5,8;1,4;
2024/01/30;1800 UTC;0;959,2;959,9;959,2;3037,5;35,5;12,8;35,8;33,5;14,5;11,5;31;24;26;315;6,7;1,2;
2024/01/30;1900 UTC;0;958,3;959,2;958,3;1668,7;34,2;12,6;35,5;33,1;13,8;11,7;29;25;27;322;5,1;1,2;
2024/01/30;2000 UTC;0;958,1;958,3;958,1;1013,6;32,4;12,7;34,7;32,4;13,5;12;30;27;30;330;5,4;,7;
2024/01/30;2100 UTC;0;958,1;958,2;958;312,9;31;14,8;32,4;30,9;14,8;12,8;38;30;38;360;4,1;,3;
2024/01/30;2200 UTC;0;958,4;958,4;958,1;85;29,6;15,1;31;29,6;15,5;14,8;42;37;41;30;1,7;,1;
2024/01/30;2300 UTC;0;959;959;958,4;;28,3;15,3;29,6;28,3;15,8;15,2;46;41;45;340;1;0;
2024/01/31;0000 UTC;0;960;960;959;;27,4;16,3;28,3;26,9;16,4;15,3;53;45;51;22;1;0;
2024/01/31;0100 UTC;0;960,3;960,3;960;;26,5;16;27,4;26,4;16,2;15,6;53;49;53;1;1,4;0;
2024/01/31;0200 UTC;0;960,1;960,3;960,1;;26,6;16,4;26,6;26,2;16,6;16;55;52;54;65;,6;0;
2024/01/31;0300 UTC;0;959,7;960,1;959,7;;25,7;17,2;26,7;25,6;17,2;16,2;60;53;60;228;,7;0;
2024/01/31;0400 UTC;0;959,4;959,7;959,4;;25,2;17,6;25,8;25;18;17,3;64;60;63;272;,7;0;
2024/01/31;0500 UTC;0;959,7;959,7;959,4;;23,4;17,5;25,3;23,4;18,5;17,4;72;62;69;344;2,7;,5;
2024/01/31;0600 UTC;0;959,5;959,7;959,5;;23,1;18;23,5;22,8;18;17,4;73;69;73;3;2,2;0;
2024/01/31;0700 UTC;0;960;960;959,5;;23,1;17,8;23,1;22,9;18;17,6;73;71;72;300;1,8;,1;
2024/01/31;0800 UTC;0;960,3;960,3;960;;23,5;17,2;23,8;23,1;17,8;17,2;72;67;68;302;2,3;,5;
2024/01/31;0900 UTC;0;960,9;960,9;960,3;4;23;17,3;23,5;22,9;17,3;17,1;71;68;70;296;2,3;,1;
2024/01/31;1000 UTC;0;961,1;961,1;960,9;476,3;24,7;17,7;24,7;23;17,9;17,3;70;65;65;275;2,4;,9;
2024/01/31;1100 UTC;0;961,7;961,7;961,1;1395,8;26,9;17,6;27,1;24,7;18,7;17,6;66;57;57;309;2,5;,9;
2024/01/31;1200 UTC;0;962,1;962,1;961,7;2262,6;29,8;17,8;29,8;26,8;18,5;16,9;59;48;48;314;4;1,3;
2024/01/31;1300 UTC;0;962,1;962,1;962;3048;31,3;16,5;31,4;29,5;17,5;16,2;48;41;41;266;5,6;1,5;
2024/01/31;1400 UTC;0;961,8;962,1;961,8;3518,8;32,8;16,7;32,8;31,2;17,7;14,8;42;35;38;303;5,6;2,1;
2024/01/31;1500 UTC;0;961,5;961,8;961,5;3818,2;34,1;16,3;34,1;32,6;17,6;15,1;39;33;35;261;5,6;1,6;
2024/01/31;1600 UTC;0;960,4;961,5;960,4;3680,5;34,2;15,3;35;33;16,9;14,7;37;31;32;340;5,1;1,7;
2024/01/31;1700 UTC;0;959,3;960,3;959,3;2163,7;33,6;15,2;34,8;32,9;17,2;15,2;38;32;33;323;5,4;1,6;
2024/01/31;1800 UTC;0;958,3;959,3;958,3;2906,4;34,1;16,1;35,9;33,5;16,9;14,2;35;28;34;317;7,5;1,5;
2024/01/31;1900 UTC;0;957,5;958,3;957,5;1336,3;33,7;15,4;35,2;33,4;16,3;14,6;35;31;33;332;5,7;1,4;
2024/01/31;2000 UTC;0;958,7;958,8;957,3;805,2;25,9;17,4;34,6;25,6;17,7;14,7;61;31;59;143;10,1;4;
2024/01/31;2100 UTC;6,4;960,1;960,2;958,8;81;21,2;17,8;25,9;20,4;18,7;16,5;84;59;81;120;11,6;2,8;
2024/01/31;2200 UTC;5,6;963,2;963,9;959,9;3,3;19,5;17,2;21,7;19,5;18,2;16,6;87;80;87;317;11,6;1,7;
2024/01/31;2300 UTC;5,6;962,3;963,6;962;;19,2;17,1;19,7;19,1;17,8;17,1;90;87;87;119;6,6;2,2;
2024/02/01;0000 UTC;4;961,9;962,7;961,6;,4;19,7;16,8;20,2;19,2;17,5;16,7;88;81;83;94;8,3;2,6;
2024/02/01;0100 UTC;3,8;964,8;965,1;961,8;;20,6;18;20,6;19,6;18;16,8;86;83;85;165;7,3;2,4;
2024/02/01;0200 UTC;3,6;964,1;965,1;964,1;2,2;21,4;16,9;22;20,7;18;16,8;85;73;75;123;7,3;,8;
2024/02/01;0300 UTC;,4;963,2;964,1;963,1;;20,5;17,1;21,4;20,5;17,1;16,8;81;75;81;101;3,8;,3;
2024/02/01;0400 UTC;0;963;963,2;962,9;;21,1;17,2;21,2;20,5;17,3;16,8;81;76;78;187;2,3;0;
2024/02/01;0500 UTC;0;961,1;963;961,1;;20,5;17;21,6;20,4;17,2;16,1;81;71;80;147;3;0;
2024/02/01;0600 UTC;0;961,3;961,3;961,1;;20,3;16,9;20,8;20,3;17,1;16,7;81;78;81;97;1,6;,1;
2024/02/01;0700 UTC;0;961,7;961,8;961,2;;19,6;16,9;20,3;19,6;17,3;16,9;85;81;85;193;2,6;,7;
2024/02/01;0800 UTC;0;961,8;961,9;961,7;;19,3;16,8;19,6;19,1;17;16,6;86;85;86;183;2,6;,7;
2024/02/01;0900 UTC;0;962,7;962,7;961,8;5,5;19,2;16,8;19,4;19,1;16,9;16,6;86;85;86;120;1,9;0;
2024/02/01;1000 UTC;0;963,6;963,6;962,7;475,7;21,5;18,1;21,5;19;18,3;16,4;86;81;81;82;1,4;,1;
2024/02/01;1100 UTC;0;964,2;964,2;963,5;1482,3;23,4;17,6;23,5;21,3;18,1;17,2;81;69;70;116;4;1,8;
2024/02/01;1200 UTC;0;964,5;964,6;964,1;2390,4;24,5;17,2;24,7;23,3;18,1;17;70;64;64;86;4,5;1,7;
2024/02/01;1300 UTC;0;964,6;964,7;964,5;3105,4;25,8;17,3;26,3;24,4;18;16,2;64;57;59;130;4,4;1,6;
2024/02/01;1400 UTC;0;964,1;964,6;964,1;3625,4;27,5;17,6;27,7;25,8;18,9;16,6;61;53;55;80;5,9;1,3;
2024/02/01;1500 UTC;0;963,7;964,2;963,7;3934,8;28,5;16,7;29,5;27,1;18,1;15,8;56;45;49;127;4;,9;
2024/02/01;1600 UTC;0;963,3;963,7;963,3;3976,8;29,8;17,2;30,4;28,4;19,1;16;53;45;47;9;3,8;1,4;
2024/02/01;1700 UTC;0;962,5;963,3;962,5;3491,9;30,5;14,9;30,9;29,6;18,2;14,7;49;38;39;161;3,6;1,9;
2024/02/01;1800 UTC;0;961,7;962,5;961,7;3055;30,6;14,8;32,2;30,3;15,9;13,2;40;32;38;149;3,9;1,5;
2024/02/01;1900 UTC;0;960,9;961,7;960,9;2418,5;30,5;13,9;31,9;30,3;16,1;12;41;31;36;150;5,8;2,6;
2024/02/01;2000 UTC;0;960,3;960,9;960,3;991,9;30,7;14,3;31,2;30,5;15,5;13;41;34;37;134;5,1;1,9;
2024/02/01;2100 UTC;0;960,7;960,7;960,3;222,4;29,9;15,7;30,8;29,9;15,8;14,4;42;37;42;126;5,5;2,1;
2024/02/01;2200 UTC;0;961,6;961,6;960,7;41,6;28,4;16,4;29,9;28,4;16,4;15,8;48;42;48;131;5;1,2;
2024/02/01;2300 UTC;0;962,2;962,3;961,6;;26,3;17,9;28,4;26,3;17,9;16,4;60;48;60;109;3,1;,6;
2024/02/02;0000 UTC;0;962,8;962,8;962,2;;24,9;18,4;26,3;24,9;18,4;17,9;67;60;67;97;3,4;,3;
2024/02/02;0100 UTC;0;963,5;963,5;962,8;;25,1;17,1;25,8;24,9;18,6;17,1;68;61;61;142;5,4;2,4;
2024/02/02;0200 UTC;0;964,2;964,2;963,5;;24,4;17,1;25,2;24,4;17,1;17;64;61;64;154;6,3;3,5;
2024/02/02;0300 UTC;0;963,9;964,2;963,9;;23,6;16,5;24,4;23,6;17,1;16,5;65;64;64;138;7,3;2,9;
2024/02/02;0400 UTC;0;963,7;963,9;963,6;;22,8;16,3;23,6;22,8;16,5;16,2;67;64;67;127;7,1;2,5;
2024/02/02;0500 UTC;0;963;963,7;963;;21,7;16,6;22,8;21,6;16,6;16,3;73;67;73;135;6;2;
2024/02/02;0600 UTC;0;962,7;963;962,7;;20,8;16,8;21,7;20,8;16,8;16,6;78;73;78;129;5,5;1,4;
2024/02/02;0700 UTC;0;963;963,1;962,6;;20,6;16,6;21;20,6;16,8;16,6;78;77;78;165;5,4;2,6;
2024/02/02;0800 UTC;0;963,1;963,2;963;;20,5;16,6;20,8;20,4;16,7;16,6;79;77;79;170;6,1;2,9;
2024/02/02;0900 UTC;0;964;964;963,1;8,5;20,2;16,7;20,5;20,2;16,7;16,6;81;78;81;168;5,7;2,1;
2024/02/02;1000 UTC;0;964,9;964,9;964;457,1;21,6;17,1;21,6;20,2;17,3;16,7;81;76;76;142;7,6;2,8;
2024/02/02;1100 UTC;0;965,3;965,3;964,9;1420,2;23,7;17,9;23,7;21,5;18;17;76;70;70;133;7,1;2,9;
2024/02/02;1200 UTC;0;965,2;965,4;965,2;2308,9;25,7;18;25,7;23,6;18,4;17,6;70;63;63;111;6,8;2,5;
2024/02/02;1300 UTC;0;965,2;965,3;965,1;3024,6;27,5;18,2;27,7;25,5;18,5;17,6;64;56;57;71;6,5;1,8;
2024/02/02;1400 UTC;0;964,9;965,2;964,9;3557,9;29,1;17,6;29,4;27,5;18,5;17,4;57;49;50;62;5,3;1,7;
2024/02/02;1500 UTC;0;964,4;964,9;964,4;3834,7;30,5;17,2;30,6;28,9;18,7;16,6;52;45;45;23;4,7;1,2;
2024/02/02;1600 UTC;0;963,7;964,4;963,7;3751,7;31,5;17,8;31,7;30;18,7;16,3;49;42;44;72;4,9;1,5;
2024/02/02;1700 UTC;0;962,1;963,7;962,1;3532;31,5;16,2;32,3;31;18;15,9;45;38;40;91;4,6;1;
2024/02/02;1800 UTC;0;961,2;962,1;961,1;3221,2;32,4;15,7;33;31,5;18,3;14;42;33;37;138;5,4;1,6;
2024/02/02;1900 UTC;0;961,6;961,7;961,2;1025,1;27,2;17,6;32,8;27,1;18;15,1;58;35;56;55;9;3,1;
2024/02/02;2000 UTC;0;960,9;961,7;960,9;691,4;28,3;16,8;28,5;27,2;17,6;16,1;56;49;50;55;9;1,8;
2024/02/02;2100 UTC;0;961,3;961,3;960,8;543,8;28,1;16,9;28,7;28,1;17,3;16,7;51;48;51;60;6,4;1,4;
2024/02/02;2200 UTC;0;962,2;962,2;961,3;108,2;26,5;17,7;28,1;26,5;17,7;16,9;58;51;58;130;4,7;1,7;
2024/02/02;2300 UTC;0;963,3;963,3;962,2;;25,5;18,9;26,5;25,5;19;17,7;67;58;67;134;5,8;2,2;
2024/02/03;0000 UTC;0;963,6;963,7;963,1;;24,1;18,3;25,5;24,1;18,9;18,3;72;67;70;101;5;1,2;
2024/02/03;0100 UTC;0;963,6;963,7;963,5;;23,4;18,7;24,1;23,2;18,8;18;76;70;75;71;4,8;,9;
2024/02/03;0200 UTC;0;964;964;963,5;;23,2;18,7;23,5;23;18,8;18,6;77;75;76;145;4,1;1,6;
2024/02/03;0300 UTC;0;964;964,2;964;;22,5;18,2;23,2;22,5;18,7;18,2;78;76;77;165;5,1;2,7;
2024/02/03;0400 UTC;0;964;964;963,9;;22;18,1;22,5;22;18,2;18;79;77;79;168;5,1;2;
2024/02/03;0500 UTC;0;963,1;964;963,1;;22;18,2;22,1;22;18,3;18,1;79;78;79;149;4,4;1,6;
2024/02/03;0600 UTC;0;962,9;963,2;962,9;;21,9;18,2;22;21,8;18,3;18,2;80;79;80;147;4,4;1,5;
2024/02/03;0700 UTC;0;962,9;962,9;962,8;;21,4;18,2;21,9;21,4;18,2;18,1;82;80;82;108;4,4;1,2;
2024/02/03;0800 UTC;0;963,4;963,4;962,9;;21,2;18,3;21,4;21,1;18,4;18,2;84;82;84;130;4,1;,5;
2024/02/03;0900 UTC;0;963,9;963,9;963,4;8,6;21,1;18,2;21,4;21,1;18,4;18,2;84;83;83;132;3,5;,9;
2024/02/03;1000 UTC;0;964,3;964,4;963,9;265,8;22;18,5;22;21,1;18,6;18,3;84;81;81;113;5;1,6;
2024/02/03;1100 UTC;0;964,9;964,9;964,3;894,5;24,1;18,9;24,1;22;19,2;18,4;81;73;73;95;5,6;1,6;
2024/02/03;1200 UTC;0;965,3;965,3;964,9;1656,9;26;19;26,3;24;19,7;18,6;73;64;66;104;4,8;1,9;
2024/02/03;1300 UTC;0;965,2;965,3;965,1;2235,1;27,7;19,1;28,1;26;19,7;19;66;59;60;84;4,8;1,4;
2024/02/03;1400 UTC;0;964,8;965,2;964,8;2340,4;28,9;18,7;29,1;27,5;20,1;18,4;62;54;54;41;6,3;1,5;
2024/02/03;1500 UTC;0;964,7;964,9;964,7;2013,2;30,1;17,9;30,4;28,8;19,4;17,9;56;48;48;29;4;,9;
2024/02/03;1600 UTC;0;964,2;964,7;964,2;1840,6;29,5;18,2;30,1;29,3;18,8;17,7;52;48;51;117;3,8;,8;
2024/02/03;1700 UTC;0;963,5;964,2;963,5;1579;30,1;18;30,4;29,5;19,2;17,8;52;48;49;66;4;1;
2024/02/03;1800 UTC;0;962,3;963,5;962,3;1537,1;30,2;18,1;30,5;29,7;18,8;17,4;51;47;49;35;3,3;,8;
2024/02/03;1900 UTC;0;961,7;962,3;961,7;1004,3;29,8;18,5;30,2;29,6;19,1;18;53;48;51;127;4,5;1,2;
2024/02/03;2000 UTC;0;961,2;961,7;961,2;757,4;29,4;18,6;30;29,4;19,3;18,5;53;51;52;148;4,1;1,8;
2024/02/03;2100 UTC;0;961,3;961,4;961,1;315,5;28,9;18,9;29,5;28,9;19;18,5;55;52;55;151;4,4;2;
2024/02/03;2200 UTC;0;962,7;962,7;961,3;49;27,9;19,5;28,9;27,9;19,5;18,9;60;55;60;135;3,8;1,3;
2024/02/03;2300 UTC;1,4;965,3;965,3;962,7;;20,4;17,9;27,9;20,4;19,5;17,6;85;60;85;12;10,8;4,3;
2024/02/04;0000 UTC;2,8;965,5;965,7;965,3;;20,7;18,9;20,9;20,4;19,2;18;90;85;90;80;10,8;,1;
2024/02/04;0100 UTC;2;965,7;965,9;965,5;;20,6;18,3;20,9;20,5;19,1;18,3;90;87;87;132;3,1;,8;
2024/02/04;0200 UTC;1,6;964,8;965,7;964,8;;21,5;18,7;21,5;20,6;18,7;18;87;84;84;163;3,5;,7;
2024/02/04;0300 UTC;1,2;964,3;964,8;964,2;1,5;22;18,4;22,1;21,4;18,9;18,3;84;79;80;94;2;,5;
2024/02/04;0400 UTC;1,2;964;964,3;964;3,8;21,5;18,1;22,1;21,5;18,4;17,9;81;77;81;77;3;,3;
2024/02/04;0500 UTC;,8;963,1;964;963,1;,5;21,8;18,1;21,9;21,5;18,5;18;82;78;80;146;3,8;1,8;
2024/02/04;0600 UTC;1;963,2;963,4;963,1;;21,3;18,6;22;21,2;18,7;17,9;85;78;85;149;3,9;0;
2024/02/04;0700 UTC;,8;963,2;963,3;963,1;;21;18,5;21,3;21;18,7;18,5;86;85;86;15;1,1;0;
2024/02/04;0800 UTC;1;963,4;963,4;962,9;;20,9;18,8;21;20,8;18,8;18,5;88;86;88;353;2,8;,6;
2024/02/04;0900 UTC;,8;963,8;963,8;963,4;3,7;21,1;19;21,2;20,8;19,1;18,7;88;88;88;85;3,4;0;
2024/02/04;1000 UTC;,6;964,7;964,7;963,8;185,2;21,9;19,4;21,9;21,1;19,4;19;88;86;86;4;1;0;
2024/02/04;1100 UTC;,6;965,2;965,2;964,7;508,5;22,6;19,3;22,6;21,8;19,5;19,2;86;81;82;24;3,7;1;
2024/02/04;1200 UTC;,6;965,8;965,8;965,2;1151,6;23,9;19,4;23,9;22,5;19,5;18,9;82;75;76;21;4,8;1,8;
2024/02/04;1300 UTC;,6;966;966,1;965,8;1448,4;24,9;19,4;24,9;23,8;19,5;18,8;76;71;72;22;4,8;1,2;
2024/02/04;1400 UTC;,8;965,9;966;965,8;2219,3;26,3;19,4;26,3;24,9;19,7;18,7;72;65;66;3;5;1,5;
2024/02/04;1500 UTC;,6;965,4;965,9;965,4;2427,4;27,2;19,1;27,3;26,1;19,9;18,5;67;61;61;9;5,4;2,1;
2024/02/04;1600 UTC;,8;964,9;965,4;964,9;2954,7;27,3;18,4;28,1;26,4;19,6;18,2;63;57;58;36;5,6;1,7;
2024/02/04;1700 UTC;,8;963,7;964,9;963,7;3267,5;29,1;17,5;29,3;27,3;19,8;17,2;58;50;50;350;4,7;1,4;
2024/02/04;1800 UTC;0;962,3;963,7;962,3;2714,9;29,4;15,8;29,9;28,5;18,4;15,4;54;42;44;348;3,5;1,5;
2024/02/04;1900 UTC;0;961,6;962,3;961,6;2346,2;29,9;16,2;30,3;29;17,8;15,7;48;43;44;50;3,7;1,4;
2024/02/04;2000 UTC;0;961,4;961,6;961,3;1028,8;29,3;16,9;30;29,2;17,5;15,4;48;42;47;11;4,2;1,8;
2024/02/04;2100 UTC;0;961,7;961,7;961,4;415,6;28,2;18,2;29,3;28,2;18,4;16,9;55;47;55;27;3,9;1,5;
2024/02/04;2200 UTC;0;962,1;962,1;961,7;50,6;26,8;19,1;28,2;26,8;19,1;18,2;63;55;63;69;3,6;,1;
2024/02/04;2300 UTC;0;962,7;962,7;962,1;;25,9;20;26,8;25,8;20;19;70;63;70;88;1,9;,1;
2024/02/05;0000 UTC;0;963,3;963,3;962,7;;24,8;19,5;25,9;24,8;19,9;19,5;73;69;72;38;4;1,1;
2024/02/05;0100 UTC;0;963,4;963,5;963,2;;23,9;19,2;24,8;23,9;19,5;19,1;75;72;75;25;3,2;,8;
2024/02/05;0200 UTC;0;963,3;963,7;963,3;;23;19,4;23,9;23;19,5;19,2;80;75;80;17;2,7;,4;
2024/02/05;0300 UTC;0;963,4;963,5;963,3;;22,8;19,2;23,1;22,7;19,4;19,1;81;80;80;55;2,7;0;
2024/02/05;0400 UTC;0;963,2;963,4;963,2;;23,1;19,3;23,2;22,7;19,5;19,1;81;79;80;186;1,3;0;
2024/02/05;0500 UTC;0;962,8;963,2;962,8;;22,7;19,3;23,2;22,7;19,4;19,2;81;78;81;60;,5;0;
2024/02/05;0600 UTC;0;962,7;962,8;962,5;;22,3;19,2;22,7;22,1;19,3;19;83;81;82;154;1,4;0;
2024/02/05;0700 UTC;0;963,2;963,2;962,7;;22,2;19;22,5;22,2;19,3;19;83;81;82;170;1,7;0;
2024/02/05;0800 UTC;0;962,9;963,3;962,9;;21,4;18,8;22,2;21,4;19,1;18,7;85;82;85;139;1,1;0;
2024/02/05;0900 UTC;0;963,2;963,3;962,8;6,2;21,5;18,9;21,6;21,3;19;18,8;86;85;85;198;0;0;
2024/02/05;1000 UTC;0;963,6;963,6;963,2;179,2;22,7;18,9;22,9;21,5;19,2;18,8;86;79;79;189;1,2;0;
2024/02/05;1100 UTC;0;964,1;964,1;963,5;581,6;24,5;18,4;24,6;22,6;19,3;18,4;80;69;69;154;1,9;,3;
2024/02/05;1200 UTC;0;964,5;964,6;964,1;1141,9;25,3;18,9;25,6;24,5;19,3;17,8;70;65;67;126;3,2;,9;
2024/02/05;1300 UTC;0;964,2;964,5;964,2;1871,5;27,4;19,3;27,4;25,2;19,3;18,4;68;61;62;127;3,5;1,7;
2024/02/05;1400 UTC;0;963,8;964,2;963,8;3199,9;29,3;19,3;29,6;27,3;20,3;18,9;62;54;55;103;5;1,5;
2024/02/05;1500 UTC;0;963,3;963,8;963,3;3622,4;31,2;17,6;31,4;29,2;19,9;15,8;56;40;44;27;4,6;1,3;
2024/02/05;1600 UTC;0;962,5;963,3;962,5;3978;32,3;14,4;32,9;30,6;17,4;14,1;45;33;34;1;5;1,4;
2024/02/05;1700 UTC;0;961,2;962,5;961,2;3843,2;33,2;14,1;33,5;32,2;16,8;13,7;39;31;32;351;4,4;1,2;
2024/02/05;1800 UTC;0;960,3;961,2;960,3;3430;33,3;14;33,6;32,7;15,3;13;34;30;31;102;3,5;,9;
2024/02/05;1900 UTC;0;959,5;960,3;959,5;2516,6;33,1;14,8;33,5;32,5;15,1;13,3;34;30;33;359;4,3;1;
2024/02/05;2000 UTC;0;959,6;959,6;959,4;884,7;32;13,8;33,1;31,9;15;13,5;36;32;33;107;4,1;1;
2024/02/05;2100 UTC;0;959,8;959,8;959,5;264,4;31,3;16,8;32;31,3;16,8;13,7;42;33;42;40;3,1;,6;
2024/02/05;2200 UTC;0;960,7;960,7;959,8;44,8;28,8;18;31,3;28,8;18;16,2;52;41;52;43;3,6;,1;
2024/02/05;2300 UTC;0;961,9;961,9;960,7;;28,1;18,8;28,9;27,8;19,1;17,9;59;52;57;2;1,9;,7;
2024/02/06;0000 UTC;0;963,5;963,5;961,9;;25,8;19,4;28,2;25,8;19,7;18,4;68;55;68;13;7,3;2,4;
2024/02/06;0100 UTC;0;963,7;963,7;963,4;;24;19,7;25,8;24;19,7;19,3;77;68;77;352;5,9;,2;
2024/02/06;0200 UTC;0;963,5;963,8;963,5;;23,4;19,6;24,1;23,4;19,8;19,6;79;77;79;28;3,2;1;
2024/02/06;0300 UTC;0;963,6;963,9;963,5;;22,9;19,5;23,5;22,9;19,8;19,5;81;79;81;91;2,7;,4;
2024/02/06;0400 UTC;0;963,1;963,6;963,1;;22,7;19,7;22,9;22,6;19,7;19,5;83;81;83;51;2,4;,4;
2024/02/06;0500 UTC;0;962,7;963,1;962,7;;22,9;19,7;22,9;22,7;19,8;19,6;83;82;82;50;2;,1;
2024/02/06;0600 UTC;0;962,5;962,7;962,5;;23;19,6;23,1;22,9;19,7;19,5;82;81;81;97;1,9;0;
2024/02/06;0700 UTC;0;962,6;962,7;962,5;;22,5;19,5;23;22,5;19,6;19,4;83;81;83;140;2,4;,4;
2024/02/06;0800 UTC;0;962,9;962,9;962,6;;22,3;19,4;22,8;22,3;19,7;19,4;84;82;84;118;2,7;,5;
2024/02/06;0900 UTC;0;963,8;963,8;962,8;4,3;22,3;19,3;22,3;22,1;19,4;19,3;84;83;84;125;2,4;,1;
